This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	10.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	1.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.1
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.01
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.001
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	10.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	1.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.1
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.01
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.001
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	10.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	1.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.1
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.01
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.001
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	10.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	1.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.1
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.01
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.001
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	10.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	1.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.1
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.01
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.001
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	10.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	1.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.1
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.01
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.001
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	10.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	1.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.1
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.01
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.001
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	10.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	1.0
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.1
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.01
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	0.001
This molecule is soluble in water.	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	O=C(NC[C@H]1CCCO1)c1ccccc1N1CCCC1=O	10.0
